source_db,trial_id,LOSS_13_def1,LOSS_13_def3,LOSS_14_def1,LOSS_14_def3,LOSS_15_def1,LOSS_15_def3,LOSS_16_def1,LOSS_16_def3,LOSS_17_def1,LOSS_17_def3,LOSS_18_def1,LOSS_18_def3,LOSS_19_def1,LOSS_19_def3,LOSS_20_def1,LOSS_20_def3,LOSS_21_def1,LOSS_21_def3,LOSS_22_def1,LOSS_22_def3,LOSS_23_def1,LOSS_23_def3,LOSS_24_def1,LOSS_24_def3,LOSS_25_def1,LOSS_25_def3,LOSS_26_def1,LOSS_26_def3,has_laziness,param_id_threshold,param_k_shelter,param_k_threat,param_delta_stay,param_sensory_prec_slope,metric_entropy,metric_laziness,metric_n_ch_co,metric_n_co_ch,metric_n_co_sh,metric_n_sh_co,metric_t_investigating,metric_t_shelter
Susceptible_hab_FINAL.db,14,12.18621766,10.25833335,13.17419688,7.512692902,26.07755088,10.05630889,6.713825613,17.88705839,8.097094004,9.5363449,18.74621214,16.30575821,16.22229577,51.9390916,12.5056243,11.21090484,13.06648525,18.13898512,10.17260986,6.943780379,9.580594732,14.34087232,15.09394098,27.97956103,11.47725041,11.717413,11.64763642,41.91677688,TRUE,0.576430646,0.38105463,1.013651976,2.394372062,0.734518821,3.812649247,0.8725,9,9,1,2,0.186,0.0815
Susceptible_hab_FINAL.db,15,30.4222476,44.37273983,30.36235599,35.63458319,28.94280356,26.59280286,32.30479126,36.97698103,27.22360912,24.47995442,45.26110356,45.26055894,58.23419394,76.62806887,51.26132592,44.80904821,46.69685494,59.39573321,41.92581736,35.03358934,43.91825476,45.90568389,43.66357692,47.4660387,33.08081186,37.82038462,37.34975355,40.37754298,TRUE,0.576165426,0.244870752,1.424490755,2.666923218,0.796321316,0.412080561,0.9845,0,0,1,2,0,0.0365
Susceptible_hab_FINAL.db,16,23.62862806,24.68875962,25.13263714,18.97075993,30.40186415,20.34056444,10.52596325,30.67090843,15.67449969,11.60771318,35.09979155,31.07754999,38.15672953,72.32214241,25.55878732,19.69444882,17.92312968,29.62082587,29.07061129,18.31582117,21.29587357,22.58389262,13.23274171,41.340764,7.203144115,9.988616359,15.79985759,45.08845655,TRUE,0.406170142,0.278780001,0.432262502,1.480817249,0.515268617,2.56616253,0.94,3,4,0,1,0.3205,0.043
Susceptible_hab_FINAL.db,17,51.37906317,28.10245467,57.61244077,35.1949657,89.25461964,48.00205804,20.72532423,64.38221213,46.21852796,47.70318802,54.51458637,40.89633725,30.71338579,96.31481409,17.82900055,11.75923676,22.25299326,10.51482028,37.12418491,25.99716126,22.14281412,36.83395345,22.53943788,70.13993124,28.16179907,21.6449427,29.57410142,110.7965788,TRUE,0.404672349,0.907147048,1.32707725,2.887141248,0.641539309,4.232063897,0.629,8,9,0,1,0.571,0.043
Susceptible_hab_FINAL.db,18,30.130479,45.27852859,30.23323264,35.96795217,27.84508491,27.02142108,32.97602862,36.37504494,26.91052833,24.17273487,45.8611925,46.23950485,58.9778959,77.52450383,52.37224803,45.842969,47.29765039,60.6615801,42.76758379,36.08835662,44.80393728,46.48057866,44.53927184,47.38535799,33.51547268,38.33913542,37.93401972,39.08320722,TRUE,0.433814437,0.130258848,0.803588619,2.780797316,0.582653548,0.562841518,0.9885,0,0,0,1,0,0.0615
Susceptible_hab_FINAL.db,19,51.49569083,25.30188865,56.43828673,33.93960661,92.60212615,49.44623959,27.70766445,61.27901891,48.16467334,53.28932936,48.36434997,36.99646665,22.8776554,84.01427492,16.61462862,16.43428413,24.82232639,11.25106483,32.37739206,27.34798982,21.62077377,34.97986958,31.19464604,65.4435251,39.53824888,31.542309,33.36875836,113.6879365,TRUE,0.493531904,0.819159236,1.409608574,2.882983446,0.654487106,4.247147917,0.6035,14,15,4,5,0.536,0.144
Susceptible_hab_FINAL.db,20,49.80614324,33.68063439,55.43618811,34.66882382,72.88960034,45.64944606,13.71839291,62.07631968,38.76046224,32.59398446,58.92271388,45.78748962,47.16127748,103.5125455,23.95906384,13.97648361,15.19176795,17.27425817,48.09355627,28.52329387,25.09325102,31.22626063,7.430714018,69.0401919,8.683491564,6.954302144,20.77231779,91.3455889,TRUE,0.53818282,0.436023826,1.307108404,2.946791727,0.425132383,3.6075971,0.7765,2,3,0,1,0.731,0.043
Susceptible_hab_FINAL.db,21,19.59319923,27.67325037,20.63537224,20.39602764,22.5315495,16.98678266,15.32380126,26.03004495,14.45352223,11.35926439,32.89002002,31.0537831,40.62786162,66.33798809,31.45232833,25.55625044,25.19737413,37.0365979,28.97752706,20.54692687,25.74545433,27.1519745,22.539619,36.13158538,14.57979776,17.8848719,19.64517773,35.0495533,TRUE,0.649142395,0.359163261,1.392442626,2.952852844,0.512162583,2.185406023,0.9475,2,2,1,1,0.1765,0.099
Susceptible_hab_FINAL.db,22,24.82867554,7.891684826,28.19223443,12.06135309,55.28800887,23.24762775,8.865512849,32.43736359,21.13041783,24.92279047,24.85846893,17.23840119,8.448531475,58.61857807,3.482400388,3.567476886,8.265323625,2.33487232,12.64582666,8.647493108,5.449798261,14.64425619,13.76566067,38.44653954,17.89472432,12.92484782,13.27111413,73.91748552,TRUE,0.746882201,0.602892196,1.351583253,2.124068703,0.602753783,4.360964179,0.7055,13,13,4,4,0.4225,0.159
Susceptible_hab_FINAL.db,23,35.47920856,16.9843153,37.27990852,17.14785995,57.42728904,33.88874533,12.08067984,40.170559,24.05786425,23.85416103,36.42438715,30.42739814,22.72441013,76.920276,12.95741446,14.40172836,8.786198912,15.97424941,24.83675521,18.12546441,13.31146486,14.97476423,8.606892044,51.84930137,10.17468753,8.973134356,16.85950337,77.670029,TRUE,0.680929951,0.742679428,0.745581422,2.226878571,0.624103765,2.92641998,0.8655,15,16,0,1,0.579,0.06
